Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Brand,Model,Age,Country
Audi Q5 30 TDI quattro Premium Plus,Bangalore,55186.56,2015,63000,Diesel,Automatic,First,14.16,1968,174.3,5.0,Audi,Q5 30 TDI quattro Premium Plus,9,Germany
Honda City 1.5 V MT,Coimbatore,8906.5,2012,77283,Petrol,Manual,First,17.0,1497,118.0,5.0,Honda,City 1.5 V MT,12,Japan
Maruti Wagon R VXI,Pune,5227.39,2014,38958,Petrol,Manual,First,22.5,998,67.04,5.0,Maruti,Wagon R VXI,10,India
Mitsubishi Pajero Sport 4X4 AT,Bangalore,40623.44,2018,8900,Diesel,Automatic,First,13.5,2477,175.56,6.0,Mitsubishi,Pajero Sport 4X4 AT,6,Japan
Skoda Octavia Elegance 1.8 TSI AT,Hyderabad,24527.36,2015,38000,Petrol,Automatic,First,14.7,1798,177.5,5.0,Skoda,Octavia Elegance 1.8 TSI AT,9,Czech Republic
Hyundai Creta 1.6 CRDi SX Option,Kochi,18594.8,2017,44887,Diesel,Manual,First,19.67,1582,126.2,5.0,Hyundai,Creta 1.6 CRDi SX Option,7,South Korea
Maruti Alto LXi BSIII,Hyderabad,2759.33,2009,85000,Petrol,Manual,Second,19.7,796,46.3,5.0,Maruti,Alto LXi BSIII,15,India
Honda City V MT,Pune,9581.0,2013,100000,Petrol,Manual,First,16.8,1497,116.3,5.0,Honda,City V MT,11,Japan
Datsun redi-GO S,Chennai,4215.64,2016,26239,Petrol,Manual,First,22.7,799,53.0,5.0,Datsun,redi-GO S,8,Japan
Skoda Yeti Ambition 4WD,Pune,9197.76,2011,97000,Diesel,Manual,First,17.67,1968,138.08,5.0,Skoda,Yeti Ambition 4WD,13,Czech Republic
Mercedes-Benz B Class B180,Delhi,17721.02,2013,28000,Petrol,Automatic,First,14.8,1595,120.7,5.0,Mercedes-Benz,B Class B180,11,Germany
Volkswagen Polo GT TSI,Mumbai,7971.39,2014,20364,Petrol,Automatic,Second,17.21,1197,103.6,5.0,Volkswagen,Polo GT TSI,10,Germany
Ford EcoSport 1.5 TDCi Titanium,Coimbatore,11527.86,2014,64637,Diesel,Manual,First,22.77,1498,98.59,5.0,Ford,EcoSport 1.5 TDCi Titanium,10,USA
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,19146.67,2017,15731,Petrol,Manual,First,15.29,1591,121.3,5.0,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,7,South Korea
Toyota Fortuner 2.8 2WD MT,Coimbatore,54910.63,2019,56251,Diesel,Manual,First,14.24,2755,174.5,7.0,Toyota,Fortuner 2.8 2WD MT,5,Japan
Maruti Swift Dzire ZXI,Chennai,9581.0,2017,28000,Petrol,Manual,First,20.85,1197,83.14,5.0,Maruti,Swift Dzire ZXI,7,India
Hyundai i20 1.2 Asta with AVN,Coimbatore,9535.01,2015,20045,Petrol,Manual,First,17.0,1197,80.0,5.0,Hyundai,i20 1.2 Asta with AVN,9,South Korea
Honda BR-V i-VTEC S MT,Bangalore,12294.34,2016,34004,Petrol,Manual,First,15.4,1497,117.3,7.0,Honda,BR-V i-VTEC S MT,8,Japan
Maruti Celerio ZXI,Mumbai,5748.6,2014,21000,Petrol,Manual,First,23.1,998,67.04,5.0,Maruti,Celerio ZXI,10,India
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,18012.28,2009,68001,Petrol,Automatic,Second,10.93,3498,272.0,5.0,Mercedes-Benz,E-Class 2009-2013 E350 Petrol,15,Germany
Hyundai i10 Magna 1.2 iTech SE,Kolkata,3449.16,2012,31000,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Magna 1.2 iTech SE,12,South Korea
Toyota Etios Liva V,Mumbai,5442.01,2013,8950,Petrol,Manual,First,23.59,1364,68.0,5.0,Toyota,Etios Liva V,11,Japan
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,58482.42,2017,43477,Diesel,Automatic,First,15.0,2143,204.0,5.0,Mercedes-Benz,E-Class 2015-2017 E250 Edition E,7,Germany
Hyundai EON D Lite Plus,Ahmedabad,4077.67,2015,20000,Petrol,Manual,First,21.1,814,55.2,5.0,Hyundai,EON D Lite Plus,9,South Korea
Maruti Wagon R CNG LXI,Mumbai,4368.94,2014,47200,CNG,Manual,First,33.54,998,67.04,5.0,Maruti,Wagon R CNG LXI,10,India
Honda City 1.5 S MT,Bangalore,7588.15,2011,60000,Petrol,Manual,First,17.0,1497,118.0,5.0,Honda,City 1.5 S MT,13,Japan
Mercedes-Benz S-Class 280 AT,Chennai,9964.24,2003,111000,Petrol,Automatic,First,13.0,2987,210.0,5.0,Mercedes-Benz,S-Class 280 AT,21,Germany
Tata Indigo CS eVX,Pune,3679.1,2016,52000,Diesel,Manual,Second,25.0,1396,69.01,5.0,Tata,Indigo CS eVX,8,India
Hyundai Creta 1.6 VTVT S,Pune,19162.0,2016,26000,Petrol,Manual,First,15.29,1591,121.3,5.0,Hyundai,Creta 1.6 VTVT S,8,South Korea
Maruti Wagon R LXI BS IV,Pune,4598.88,2013,32425,Petrol,Manual,First,20.51,998,67.04,5.0,Maruti,Wagon R LXI BS IV,11,India
Maruti Dzire VDI,Kochi,10224.84,2017,54758,Diesel,Manual,First,28.4,1248,73.75,5.0,Maruti,Dzire VDI,7,India
Ford Ikon 1.3 Flair,Coimbatore,3019.93,2008,59833,Petrol,Manual,Fourth & Above,13.8,1299,70.0,5.0,Ford,Ikon 1.3 Flair,16,USA
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,4292.29,2013,30000,Petrol,Manual,First,16.47,1198,73.9,5.0,Volkswagen,Polo Petrol Comfortline 1.2L,11,Germany
Hyundai i10 Magna 1.2,Jaipur,4062.34,2011,40496,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Magna 1.2,13,South Korea
Chevrolet Enjoy 1.3 TCDi LTZ 8,Chennai,7281.56,2014,45000,Diesel,Manual,First,18.2,1248,73.74,8.0,Chevrolet,Enjoy 1.3 TCDi LTZ 8,10,USA
Land Rover Range Rover 3.0 D,Mumbai,24695.99,2003,75000,Diesel,Automatic,Second,23.56,3000,130.0,5.0,Land,Rover Range Rover 3.0 D,21,UK
Mercedes-Benz E-Class 200 Kompressor Elegance,Bangalore,29126.24,2011,34000,Petrol,Automatic,Second,10.5,1796,157.7,5.0,Mercedes-Benz,E-Class 200 Kompressor Elegance,13,Germany
Maruti Swift Vdi BSIII,Bangalore,6898.32,2012,62000,Diesel,Manual,First,17.8,1248,75.0,5.0,Maruti,Swift Vdi BSIII,12,India
Mahindra XUV500 W8 4WD,Hyderabad,12646.92,2012,123600,Diesel,Manual,First,15.1,2179,140.0,7.0,Mahindra,XUV500 W8 4WD,12,India
Toyota Etios Liva G,Pune,5365.36,2014,80102,Petrol,Manual,First,17.71,1197,78.9,5.0,Toyota,Etios Liva G,10,Japan
Mahindra XUV500 W8 4WD,Pune,13030.16,2013,55000,Diesel,Manual,First,15.1,2179,140.0,7.0,Mahindra,XUV500 W8 4WD,11,India
Hyundai Creta 1.6 VTVT S,Hyderabad,13796.64,2015,48200,Petrol,Manual,First,15.29,1591,121.3,5.0,Hyundai,Creta 1.6 VTVT S,9,South Korea
Honda City i DTEC SV,Hyderabad,10347.48,2014,90000,Diesel,Manual,First,26.0,1498,98.6,5.0,Honda,City i DTEC SV,10,Japan
Maruti Swift Dzire VDi,Hyderabad,8277.98,2014,123900,Diesel,Manual,First,19.3,1248,73.9,5.0,Maruti,Swift Dzire VDi,10,India
Maruti Wagon R LXI BS IV,Delhi,5365.36,2015,13008,Petrol,Manual,First,20.51,998,67.04,5.0,Maruti,Wagon R LXI BS IV,9,India
Hyundai EON Era Plus,Hyderabad,3985.7,2012,60500,Petrol,Manual,First,21.1,814,55.2,5.0,Hyundai,EON Era Plus,12,South Korea
Toyota Innova Crysta 2.8 ZX AT,Bangalore,31425.68,2017,53841,Diesel,Automatic,First,11.36,2755,171.5,7.0,Toyota,Innova Crysta 2.8 ZX AT,7,Japan
Hyundai Creta 1.6 SX Option,Kochi,17337.78,2017,47183,Petrol,Manual,Second,15.8,1591,121.3,5.0,Hyundai,Creta 1.6 SX Option,7,South Korea
Maruti Wagon R VXI Plus,Kolkata,6898.32,2018,10000,Petrol,Manual,First,20.51,998,67.04,5.0,Maruti,Wagon R VXI Plus,6,India
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,85845.76,2015,45000,Diesel,Automatic,First,11.3,2987,254.8,7.0,Mercedes-Benz,GL-Class 350 CDI Blue Efficiency,9,Germany
Maruti Celerio VXI,Kochi,7971.39,2017,3923,Petrol,Manual,First,23.1,998,67.04,5.0,Maruti,Celerio VXI,7,India
Mahindra Scorpio SLE BSIV,Delhi,8048.04,2011,85000,Diesel,Manual,First,12.05,2179,120.0,8.0,Mahindra,Scorpio SLE BSIV,13,India
Datsun redi-GO T Option,Kochi,5518.66,2018,6279,Petrol,Manual,First,22.7,799,53.64,5.0,Datsun,redi-GO T Option,6,Japan
Fiat Grande Punto EVO 1.3 Active,Pune,5058.77,2014,74500,Diesel,Manual,First,21.2,1248,75.0,5.0,Fiat,Grande Punto EVO 1.3 Active,10,Italy
Hyundai Elantra CRDi SX,Kolkata,8967.82,2013,42000,Diesel,Manual,First,22.7,1582,126.24,5.0,Hyundai,Elantra CRDi SX,11,South Korea
Maruti Swift Dzire LXI,Delhi,5978.54,2014,56510,Petrol,Manual,First,19.1,1197,85.8,5.0,Maruti,Swift Dzire LXI,10,India
Audi A4 2.0 TDI Multitronic,Delhi,12233.02,2009,88000,Diesel,Automatic,First,16.55,1968,140.0,5.0,Audi,A4 2.0 TDI Multitronic,15,Germany
Honda Brio VX AT,Mumbai,6591.73,2014,36631,Petrol,Automatic,First,16.5,1198,86.8,5.0,Honda,Brio VX AT,10,Japan
Maruti Wagon R LXI BS IV,Kolkata,3449.16,2011,34000,Petrol,Manual,First,18.9,998,67.1,5.0,Maruti,Wagon R LXI BS IV,13,India
Hyundai i10 Magna 1.1,Ahmedabad,4905.47,2013,49000,Petrol,Manual,First,19.81,1086,68.05,5.0,Hyundai,i10 Magna 1.1,11,South Korea
Hyundai Verna 1.6 SX,Hyderabad,10040.89,2012,65254,Diesel,Manual,First,22.32,1582,126.32,5.0,Hyundai,Verna 1.6 SX,12,South Korea
Hyundai Verna 1.6 SX,Bangalore,10577.42,2014,95000,Diesel,Manual,Second,22.32,1582,126.32,5.0,Hyundai,Verna 1.6 SX,10,South Korea
Maruti Ritz VDi,Chennai,4522.23,2009,83000,Diesel,Manual,First,23.2,1248,73.94,5.0,Maruti,Ritz VDi,15,India
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,17552.39,2017,101065,Diesel,Manual,First,20.5,1582,126.2,5.0,Hyundai,Creta 1.6 SX Option Diesel,7,South Korea
Maruti Baleno Delta,Kochi,9764.96,2017,15134,Petrol,Manual,First,21.4,1197,83.1,5.0,Maruti,Baleno Delta,7,India
Hyundai Verna 1.6 CRDI,Jaipur,7664.8,2011,72000,Diesel,Manual,First,22.32,1582,126.3,5.0,Hyundai,Verna 1.6 CRDI,13,South Korea
Tata Indica Vista Quadrajet VX,Chennai,3985.7,2012,120000,Diesel,Manual,Second,22.3,1248,74.0,5.0,Tata,Indica Vista Quadrajet VX,12,India
Hyundai i20 1.2 Magna,Kolkata,2912.62,2010,45000,Petrol,Manual,First,18.5,1197,80.0,5.0,Hyundai,i20 1.2 Magna,14,South Korea
Porsche Panamera Diesel,Kochi,93433.91,2015,54996,Diesel,Automatic,First,17.85,2967,300.0,4.0,Porsche,Panamera Diesel,9,Germany
Maruti Eeco Smiles 5 Seater AC,Coimbatore,6806.34,2017,22874,Petrol,Manual,First,15.1,1196,73.0,5.0,Maruti,Eeco Smiles 5 Seater AC,7,India
BMW 3 Series 320d Sport,Chennai,23454.29,2012,58000,Diesel,Automatic,Second,22.69,1995,190.0,5.0,BMW,3 Series 320d Sport,12,Germany
Maruti Ertiga VDI,Chennai,12570.27,2016,86000,Diesel,Manual,Second,25.47,1248,88.5,7.0,Maruti,Ertiga VDI,8,India
Hyundai Xcent 1.2 Kappa AT S Option,Ahmedabad,8048.04,2014,69000,Petrol,Automatic,First,16.9,1197,81.86,5.0,Hyundai,Xcent 1.2 Kappa AT S Option,10,South Korea
Volkswagen Vento 1.2 TSI Highline AT,Pune,13030.16,2016,55001,Petrol,Automatic,Second,16.93,1197,103.2,5.0,Volkswagen,Vento 1.2 TSI Highline AT,8,Germany
Audi Q3 35 TDI Quattro Premium,Chennai,36407.8,2015,28000,Diesel,Automatic,First,15.73,1968,174.33,5.0,Audi,Q3 35 TDI Quattro Premium,9,Germany
Hyundai i10 Magna 1.1,Delhi,4200.31,2013,53213,Petrol,Manual,First,19.81,1086,68.05,5.0,Hyundai,i10 Magna 1.1,11,South Korea
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Coimbatore,21200.84,2016,44340,Diesel,Automatic,First,16.96,1968,138.03,5.0,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT,8,Germany
Maruti Baleno RS 1.0 Petrol,Mumbai,10715.39,2017,16900,Petrol,Manual,First,21.1,998,100.0,5.0,Maruti,Baleno RS 1.0 Petrol,7,India
Hyundai i10 Era,Jaipur,3449.16,2009,57000,Petrol,Manual,First,19.81,1086,68.05,5.0,Hyundai,i10 Era,15,South Korea
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,17613.71,2013,83165,Diesel,Manual,First,12.8,2494,102.0,8.0,Toyota,Innova 2.5 G4 Diesel 8-seater,11,Japan
Chevrolet Beat LT,Coimbatore,4399.6,2012,24735,Petrol,Manual,Second,18.6,1199,79.4,5.0,Chevrolet,Beat LT,12,USA
Toyota Innova 2.5 G3,Kolkata,4982.12,2005,65175,Diesel,Manual,First,12.8,2494,102.0,8.0,Toyota,Innova 2.5 G3,19,Japan
Honda Accord 2.4 Inspire M/T,Pune,5365.36,2009,60000,Petrol,Manual,Second,9.8,2354,180.0,5.0,Honda,Accord 2.4 Inspire M/T,15,Japan
Mahindra KUV 100 mFALCON D75 K4 Plus,Kochi,6882.99,2017,60357,Diesel,Manual,First,25.32,1198,77.0,6.0,Mahindra,KUV 100 mFALCON D75 K4 Plus,7,India
Volkswagen Polo Diesel Trendline 1.2L,Jaipur,4445.58,2011,77000,Diesel,Manual,First,22.07,1199,73.9,5.0,Volkswagen,Polo Diesel Trendline 1.2L,13,Germany
Toyota Innova 2.0 GX 8 STR,Coimbatore,18947.39,2014,85301,Petrol,Manual,First,12.4,1998,132.0,8.0,Toyota,Innova 2.0 GX 8 STR,10,Japan
Mahindra Scorpio VLX AT AIRBAG BSIV,Mumbai,9197.76,2011,50000,Diesel,Automatic,First,11.79,2179,120.0,8.0,Mahindra,Scorpio VLX AT AIRBAG BSIV,13,India
BMW 7 Series 730Ld Sedan,Chennai,47521.76,2010,58000,Diesel,Automatic,First,16.46,2993,258.0,5.0,BMW,7 Series 730Ld Sedan,14,Germany
Honda City i-DTEC SV,Kolkata,8415.95,2015,39000,Diesel,Manual,First,25.6,1498,98.6,5.0,Honda,City i-DTEC SV,9,Japan
Volkswagen Polo Diesel Comfortline 1.2L,Coimbatore,8983.15,2015,46190,Diesel,Manual,First,22.07,1199,73.9,5.0,Volkswagen,Polo Diesel Comfortline 1.2L,9,Germany
Mahindra XUV500 W8 2WD,Mumbai,13796.64,2015,83000,Diesel,Manual,First,16.0,2179,140.0,7.0,Mahindra,XUV500 W8 2WD,9,India
Volkswagen Vento 1.6 Highline,Jaipur,11803.79,2016,33000,Petrol,Manual,First,16.09,1598,103.5,5.0,Volkswagen,Vento 1.6 Highline,8,Germany
Honda City i VTEC V,Coimbatore,14517.13,2017,27279,Petrol,Manual,First,17.4,1497,117.3,5.0,Honda,City i VTEC V,7,Japan
Audi Q5 2.0 TDI Premium Plus,Bangalore,44455.84,2014,53900,Diesel,Automatic,First,14.16,1968,174.3,5.0,Audi,Q5 2.0 TDI Premium Plus,10,Germany
Honda City 1.5 V AT Exclusive,Kochi,8308.64,2012,63998,Petrol,Automatic,First,17.0,1497,118.0,5.0,Honda,City 1.5 V AT Exclusive,12,Japan
Maruti Swift VXI BSIV,Coimbatore,9795.61,2016,57932,Petrol,Manual,First,20.4,1197,81.8,5.0,Maruti,Swift VXI BSIV,8,India
Maruti Alto 800 LXI,Jaipur,4215.64,2015,25000,Petrol,Manual,First,22.74,796,47.3,5.0,Maruti,Alto 800 LXI,9,India
Ford Figo Diesel Titanium,Chennai,3832.4,2011,169000,Diesel,Manual,First,20.0,1399,68.0,5.0,Ford,Figo Diesel Titanium,13,USA
Hyundai Santro Xing GL Plus,Delhi,3602.46,2012,53000,Petrol,Manual,First,17.92,1086,62.1,5.0,Hyundai,Santro Xing GL Plus,12,South Korea
Maruti Wagon R VXI,Coimbatore,7128.26,2015,43053,Petrol,Manual,First,18.9,998,67.1,5.0,Maruti,Wagon R VXI,9,India
Honda City i DTEC SV,Ahmedabad,9197.76,2014,75000,Diesel,Manual,First,26.0,1498,98.6,5.0,Honda,City i DTEC SV,10,Japan
Honda City V MT AVN,Pune,5365.36,2012,89000,Petrol,Manual,Second,16.8,1497,116.3,5.0,Honda,City V MT AVN,12,Japan
Honda City i DTEC VX,Hyderabad,10730.72,2014,75578,Diesel,Manual,First,25.1,1498,98.6,5.0,Honda,City i DTEC VX,10,Japan
Hyundai Verna VTVT 1.6 SX,Bangalore,11880.44,2014,46676,Petrol,Manual,First,17.0,1591,121.3,5.0,Hyundai,Verna VTVT 1.6 SX,10,South Korea
Maruti Alto K10 LXI,Kochi,4491.57,2014,51349,Petrol,Manual,First,24.07,998,67.1,5.0,Maruti,Alto K10 LXI,10,India
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Kolkata,34491.6,2014,34233,Diesel,Automatic,First,14.21,2143,203.0,5.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Avantgarde,10,Germany
BMW X6 xDrive30d,Coimbatore,62330.15,2014,39626,Diesel,Automatic,First,11.2,2993,241.0,4.0,BMW,X6 xDrive30d,10,Germany
Maruti Wagon R LXI BSIII,Pune,2682.68,2008,82500,Petrol,Manual,First,14.0,1061,64.0,5.0,Maruti,Wagon R LXI BSIII,16,India
Renault Duster RXZ AWD,Hyderabad,12570.27,2015,63000,Diesel,Manual,Second,19.72,1461,108.45,5.0,Renault,Duster RXZ AWD,9,France
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Delhi,6882.99,2011,77001,Diesel,Manual,First,12.05,2179,120.0,8.0,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV,13,India
Ford Endeavour 3.2 Trend AT 4X4,Chennai,40623.44,2016,43000,Diesel,Automatic,First,10.91,3198,197.2,7.0,Ford,Endeavour 3.2 Trend AT 4X4,8,USA
Maruti Zen Estilo LXI BS IV,Hyderabad,3985.7,2011,61111,Petrol,Manual,First,19.0,998,67.1,5.0,Maruti,Zen Estilo LXI BS IV,13,India
Hyundai Santro Xing XG,Bangalore,2529.38,2005,79000,Petrol,Manual,Second,12.8,1086,63.0,5.0,Hyundai,Santro Xing XG,19,South Korea
Hyundai i10 Asta,Kolkata,3817.07,2011,43000,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Asta,13,South Korea
Honda Brio VX AT,Hyderabad,8277.98,2013,47000,Petrol,Automatic,First,16.5,1198,86.8,5.0,Honda,Brio VX AT,11,Japan
Maruti Wagon R AMT VXI,Jaipur,6668.38,2017,34000,Petrol,Automatic,First,20.51,998,67.0,5.0,Maruti,Wagon R AMT VXI,7,India
Audi Q3 30 TDI Premium FWD,Coimbatore,50173.78,2018,22060,Diesel,Automatic,First,18.51,1968,147.51,5.0,Audi,Q3 30 TDI Premium FWD,6,Germany
Mercedes-Benz M-Class ML 350 4Matic,Chennai,39856.96,2012,63000,Diesel,Automatic,First,0.0,2987,165.0,5.0,Mercedes-Benz,M-Class ML 350 4Matic,12,Germany
Maruti Wagon R LXI,Jaipur,3832.4,2011,80000,Petrol,Manual,First,18.9,998,67.1,5.0,Maruti,Wagon R LXI,13,India
Audi A4 35 TDI Premium Plus,Kochi,33203.91,2015,13506,Diesel,Automatic,First,18.25,1968,187.74,5.0,Audi,A4 35 TDI Premium Plus,9,Germany
Renault KWID RXT Optional,Mumbai,4583.55,2016,16000,Petrol,Manual,First,25.17,799,53.3,5.0,Renault,KWID RXT Optional,8,France
Maruti Alto 800 2016-2019 VXI,Kolkata,4001.03,2016,31006,Petrol,Manual,First,24.7,796,47.3,5.0,Maruti,Alto 800 2016-2019 VXI,8,India
Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,12646.92,2013,91200,Diesel,Manual,First,12.99,2494,100.0,8.0,Toyota,Innova 2.5 GX (Diesel) 8 Seater,11,Japan
Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,19162.0,2015,43000,Petrol,Automatic,First,14.53,1794,138.1,5.0,Toyota,Corolla Altis 2008-2013 1.8 VL AT,9,Japan
Ford Figo 2015-2019 1.5D Titanium Plus MT,Hyderabad,8431.28,2015,45000,Diesel,Manual,First,25.83,1498,99.0,5.0,Ford,Figo 2015-2019 1.5D Titanium Plus MT,9,USA
Honda Brio S MT,Coimbatore,8477.27,2014,28637,Petrol,Manual,First,19.4,1198,86.8,5.0,Honda,Brio S MT,10,Japan
Ford Ikon 1.6 ZXI NXt,Pune,1686.26,2004,69870,Petrol,Manual,Second,14.2,1597,92.0,5.0,Ford,Ikon 1.6 ZXI NXt,20,USA
Mahindra Scorpio 2009-2014 LX 2WD 7S,Mumbai,10500.78,2014,84000,Diesel,Manual,First,12.05,2179,120.0,7.0,Mahindra,Scorpio 2009-2014 LX 2WD 7S,10,India
Mercedes-Benz S-Class 320 L,Coimbatore,26198.29,2007,84143,Petrol,Manual,First,13.0,2987,210.0,5.0,Mercedes-Benz,S-Class 320 L,17,Germany
Mahindra Scorpio SLE BSIV,Delhi,7557.49,2012,77000,Diesel,Manual,Second,12.05,2179,120.0,8.0,Mahindra,Scorpio SLE BSIV,12,India
Land Rover Freelander 2 SE,Ahmedabad,26826.8,2012,75000,Diesel,Automatic,Second,12.39,2179,147.51,5.0,Land,Rover Freelander 2 SE,12,UK
Chevrolet Beat LS,Delhi,2989.27,2011,76155,Petrol,Manual,First,18.6,1199,79.4,5.0,Chevrolet,Beat LS,13,USA
Maruti Swift ZDi,Bangalore,9351.06,2014,98000,Diesel,Manual,First,22.9,1248,74.0,5.0,Maruti,Swift ZDi,10,India
Toyota Corolla H2,Mumbai,2759.33,2008,48233,Petrol,Manual,Second,13.4,1794,125.0,5.0,Toyota,Corolla H2,16,Japan
Audi Q5 3.0 TDI Quattro,Bangalore,52887.12,2015,63000,Diesel,Automatic,First,13.22,2967,241.4,5.0,Audi,Q5 3.0 TDI Quattro,9,Germany
Hyundai EON Era Plus,Coimbatore,6147.17,2015,34063,Petrol,Manual,First,21.1,814,55.2,5.0,Hyundai,EON Era Plus,9,South Korea
Honda Amaze S Petrol,Kolkata,4828.82,2013,32576,Petrol,Manual,First,19.5,1199,88.76,5.0,Honda,Amaze S Petrol,11,Japan
Ford Figo Aspire 1.5 Ti-VCT Titanium,Mumbai,8415.95,2015,28843,Petrol,Automatic,First,17.01,1499,110.5,5.0,Ford,Figo Aspire 1.5 Ti-VCT Titanium,9,USA
Renault Duster 110PS Diesel RxL AMT,Bangalore,15329.6,2016,26000,Diesel,Automatic,Second,19.6,1461,108.45,5.0,Renault,Duster 110PS Diesel RxL AMT,8,France
Honda City V AT,Kolkata,6974.97,2013,39000,Petrol,Automatic,First,15.6,1497,116.3,5.0,Honda,City V AT,11,Japan
Maruti Alto LXi,Mumbai,2299.44,2010,66000,Petrol,Manual,First,19.7,796,46.3,5.0,Maruti,Alto LXi,14,India
Hyundai i10 Magna 1.2,Kolkata,3295.86,2011,38002,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Magna 1.2,13,South Korea
Chevrolet Spark 1.0 LS,Chennai,2146.14,2010,49000,Petrol,Manual,Second,18.0,995,62.0,5.0,Chevrolet,Spark 1.0 LS,14,USA
Skoda Rapid 1.5 TDI Ambition Plus,Bangalore,9504.35,2014,52000,Diesel,Manual,First,21.14,1498,103.6,5.0,Skoda,Rapid 1.5 TDI Ambition Plus,10,Czech Republic
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,30352.61,2013,56500,Diesel,Automatic,First,17.68,1968,174.33,5.0,Audi,A6 2011-2015 2.0 TDI Premium Plus,11,Germany
Honda Jazz 1.2 V i VTEC,Mumbai,8584.58,2015,20568,Petrol,Manual,First,18.7,1199,88.7,5.0,Honda,Jazz 1.2 V i VTEC,9,Japan
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,14563.12,2015,26000,Petrol,Manual,First,15.29,1591,121.3,5.0,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,9,South Korea
Chevrolet Beat LS,Delhi,3387.84,2012,56000,Petrol,Manual,First,18.6,1199,79.4,5.0,Chevrolet,Beat LS,12,USA
Datsun redi-GO T Option,Coimbatore,5074.1,2017,27509,Petrol,Manual,First,22.7,799,53.64,5.0,Datsun,redi-GO T Option,7,Japan
Hyundai Xcent 1.2 Kappa S Option,Kochi,8339.3,2016,36216,Petrol,Manual,First,19.1,1197,81.86,5.0,Hyundai,Xcent 1.2 Kappa S Option,8,South Korea
Mercedes-Benz E-Class 230 E AT,Kolkata,11589.18,2009,28888,Petrol,Automatic,First,10.0,2496,157.7,5.0,Mercedes-Benz,E-Class 230 E AT,15,Germany
Maruti Swift ZDi,Jaipur,4905.47,2011,120000,Diesel,Manual,Second,22.9,1248,74.0,5.0,Maruti,Swift ZDi,13,India
Maruti Celerio ZXI,Kochi,8477.27,2018,31396,Petrol,Manual,First,23.1,998,67.04,5.0,Maruti,Celerio ZXI,6,India
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,26060.32,2015,79000,Diesel,Automatic,First,19.3,1968,141.0,5.0,Skoda,Octavia Elegance 2.0 TDI AT,9,Czech Republic
Honda City 1.5 V AT,Delhi,5442.01,2010,62000,Petrol,Automatic,First,16.8,1497,118.0,5.0,Honda,City 1.5 V AT,14,Japan
Honda Accord V6 AT,Chennai,4062.34,2006,120000,Petrol,Automatic,Second,9.0,2997,218.0,5.0,Honda,Accord V6 AT,18,Japan
Skoda Superb Style 1.8 TSI AT,Mumbai,27363.34,2016,53000,Petrol,Automatic,First,14.67,1798,177.46,5.0,Skoda,Superb Style 1.8 TSI AT,8,Czech Republic
Toyota Innova 2.5 G (Diesel) 8 Seater,Coimbatore,12202.36,2010,124313,Diesel,Manual,First,12.99,2494,100.6,8.0,Toyota,Innova 2.5 G (Diesel) 8 Seater,14,Japan
Maruti Celerio VXI AT,Pune,6515.08,2015,26725,Petrol,Automatic,First,23.1,998,67.04,5.0,Maruti,Celerio VXI AT,9,India
Maruti Ertiga VDI,Kolkata,8967.82,2014,45617,Diesel,Manual,First,20.77,1248,88.76,7.0,Maruti,Ertiga VDI,10,India
Mercedes-Benz A Class A180 CDI,Mumbai,19928.48,2013,37000,Diesel,Automatic,First,20.0,2143,107.3,5.0,Mercedes-Benz,A Class A180 CDI,11,Germany
Mahindra Xylo E2,Kochi,4062.34,2010,109147,Diesel,Manual,First,14.0,2498,112.0,8.0,Mahindra,Xylo E2,14,India
Honda Amaze E i-Dtech,Ahmedabad,7281.56,2014,59000,Diesel,Manual,First,25.8,1498,98.6,5.0,Honda,Amaze E i-Dtech,10,Japan
Renault KWID RXT,Pune,4062.34,2015,28000,Petrol,Manual,First,25.17,799,53.3,5.0,Renault,KWID RXT,9,France
